,Country_Name,Country_Code,Year,Region,Income_Group,Indicator_Name,Value
323,"Korea, Rep.",KOR,1998,East Asia & Pacific,High income,Net Energy Use,156338915999.99994
324,Mexico,MEX,2002,Latin America & Caribbean,Upper middle income,Net Energy Use,156057819999.99973
325,Brazil,BRA,1994,Latin America & Caribbean,Upper middle income,Net Energy Use,155762923000.00006
326,Indonesia,IDN,2000,East Asia & Pacific,Lower middle income,Net Energy Use,155655861000.0001
327,"Iran, Islamic Rep.",IRN,2004,Middle East & North Africa,Lower middle income,Net Energy Use,155585987000.00015
328,Italy,ITA,2013,Europe & Central Asia,High income,Net Energy Use,155371815000.0002
329,Mexico,MEX,2001,Latin America & Caribbean,Upper middle income,Net Energy Use,155293249000.00043
330,Italy,ITA,1991,Europe & Central Asia,High income,Net Energy Use,150164499999.99997
331,Mexico,MEX,2000,Latin America & Caribbean,Upper middle income,Net Energy Use,149995051000.0005
332,Ukraine,UKR,1996,Europe & Central Asia,Lower middle income,Net Energy Use,149968795999.99982
333,Mexico,MEX,1999,Latin America & Caribbean,Upper middle income,Net Energy Use,149885121000.00012
334,Italy,ITA,1992,Europe & Central Asia,High income,Net Energy Use,149225259000.00015
335,Italy,ITA,1993,Europe & Central Asia,High income,Net Energy Use,148444172999.99973
336,Brazil,BRA,1993,Latin America & Caribbean,Upper middle income,Net Energy Use,147959976999.99994
337,South Africa,ZAF,2014,Sub-Saharan Africa,Upper middle income,Net Energy Use,147024163000.00015
338,South Africa,ZAF,2008,Sub-Saharan Africa,Upper middle income,Net Energy Use,146857088999.99982
339,Italy,ITA,2014,Europe & Central Asia,High income,Net Energy Use,146774406000.00015
340,Italy,ITA,1994,Europe & Central Asia,High income,Net Energy Use,146568772999.99997
341,Italy,ITA,1990,Europe & Central Asia,High income,Net Energy Use,146556168000.0001
342,Mexico,MEX,1998,Latin America & Caribbean,Upper middle income,Net Energy Use,145680045000.00003
343,"Korea, Rep.",KOR,1995,East Asia & Pacific,High income,Net Energy Use,144754455000.0001
344,Ukraine,UKR,2003,Europe & Central Asia,Lower middle income,Net Energy Use,144640651000.0
345,Brazil,BRA,1992,Latin America & Caribbean,Upper middle income,Net Energy Use,144347671000.00006
346,South Africa,ZAF,2009,Sub-Saharan Africa,Upper middle income,Net Energy Use,143965259000.0002
347,Ukraine,UKR,2004,Europe & Central Asia,Lower middle income,Net Energy Use,143849504000.0
348,Spain,ESP,2007,Europe & Central Asia,High income,Net Energy Use,143822744999.99982
349,Indonesia,IDN,1999,East Asia & Pacific,Lower middle income,Net Energy Use,143605131000.00006
350,Ukraine,UKR,1997,Europe & Central Asia,Lower middle income,Net Energy Use,143495384999.99988
351,Ukraine,UKR,2005,Europe & Central Asia,Lower middle income,Net Energy Use,142878571999.99994
352,Brazil,BRA,1991,Latin America & Caribbean,Upper middle income,Net Energy Use,142858191000.00003
353,"Iran, Islamic Rep.",IRN,2003,Middle East & North Africa,Lower middle income,Net Energy Use,142667767999.99994
354,Spain,ESP,2005,Europe & Central Asia,High income,Net Energy Use,141933743000.00003
355,Spain,ESP,2006,Europe & Central Asia,High income,Net Energy Use,141808644000.00012
356,South Africa,ZAF,2010,Sub-Saharan Africa,Upper middle income,Net Energy Use,141773404999.99994
357,Mexico,MEX,1997,Latin America & Caribbean,Upper middle income,Net Energy Use,141727467999.99963
358,South Africa,ZAF,2011,Sub-Saharan Africa,Upper middle income,Net Energy Use,141277632999.9999
359,Brazil,BRA,1990,Latin America & Caribbean,Upper middle income,Net Energy Use,140206947000.00003
360,Indonesia,IDN,1997,East Asia & Pacific,Lower middle income,Net Energy Use,140153537999.99997
361,South Africa,ZAF,2013,Sub-Saharan Africa,Upper middle income,Net Energy Use,139739297000.0001
362,Ukraine,UKR,2007,Europe & Central Asia,Lower middle income,Net Energy Use,139351814000.00012
363,South Africa,ZAF,2012,Sub-Saharan Africa,Upper middle income,Net Energy Use,139303064999.99994
364,Spain,ESP,2008,Europe & Central Asia,High income,Net Energy Use,139072676000.00003
365,Spain,ESP,2004,Europe & Central Asia,High income,Net Energy Use,139002661999.99997
366,"Iran, Islamic Rep.",IRN,2002,Middle East & North Africa,Lower middle income,Net Energy Use,138054194000.00034
367,Ukraine,UKR,2006,Europe & Central Asia,Lower middle income,Net Energy Use,137335723000.0
368,Indonesia,IDN,1998,East Asia & Pacific,Lower middle income,Net Energy Use,137088828999.99998
369,South Africa,ZAF,2007,Sub-Saharan Africa,Upper middle income,Net Energy Use,136337572000.00012
370,Mexico,MEX,1994,Latin America & Caribbean,Upper middle income,Net Energy Use,136130687000.00034
371,Ukraine,UKR,1998,Europe & Central Asia,Lower middle income,Net Energy Use,135696275000.0002
372,Ukraine,UKR,2002,Europe & Central Asia,Lower middle income,Net Energy Use,135601330000.00006
373,Indonesia,IDN,1996,East Asia & Pacific,Lower middle income,Net Energy Use,135596568000.0
374,Ukraine,UKR,1999,Europe & Central Asia,Lower middle income,Net Energy Use,135061404999.99994
375,Mexico,MEX,1996,Latin America & Caribbean,Upper middle income,Net Energy Use,134684447000.00034
376,Ukraine,UKR,2008,Europe & Central Asia,Lower middle income,Net Energy Use,134641934000.00014
377,Ukraine,UKR,2001,Europe & Central Asia,Lower middle income,Net Energy Use,134095989999.99985
378,Ukraine,UKR,2000,Europe & Central Asia,Lower middle income,Net Energy Use,133793923999.99985
379,"Iran, Islamic Rep.",IRN,2001,Middle East & North Africa,Lower middle income,Net Energy Use,133473334000.00014
380,Spain,ESP,2003,Europe & Central Asia,High income,Net Energy Use,133195982999.9998
381,Mexico,MEX,1993,Latin America & Caribbean,Upper middle income,Net Energy Use,133134522000.00044
382,Ukraine,UKR,2010,Europe & Central Asia,Lower middle income,Net Energy Use,132428461999.99985
383,"Korea, Rep.",KOR,1994,East Asia & Pacific,High income,Net Energy Use,132067877000.00018
384,Mexico,MEX,1995,Latin America & Caribbean,Upper middle income,Net Energy Use,131779442999.99957
385,Mexico,MEX,1992,Latin America & Caribbean,Upper middle income,Net Energy Use,130932977000.00044
386,Indonesia,IDN,1995,East Asia & Pacific,Lower middle income,Net Energy Use,130850393000.00008
387,Mexico,MEX,1991,Latin America & Caribbean,Upper middle income,Net Energy Use,129849997999.99977
388,Spain,ESP,2002,Europe & Central Asia,High income,Net Energy Use,128763785999.99986
389,South Africa,ZAF,2004,Sub-Saharan Africa,Upper middle income,Net Energy Use,128457890999.99982
390,Australia,AUS,2011,East Asia & Pacific,High income,Net Energy Use,128348625000.00003
391,South Africa,ZAF,2005,Sub-Saharan Africa,Upper middle income,Net Energy Use,128250770000.00015
392,Spain,ESP,2009,Europe & Central Asia,High income,Net Energy Use,127854698000.0
393,Spain,ESP,2010,Europe & Central Asia,High income,Net Energy Use,127754708000.00014
394,Australia,AUS,2010,East Asia & Pacific,High income,Net Energy Use,127632484000.00008
395,South Africa,ZAF,2006,Sub-Saharan Africa,Upper middle income,Net Energy Use,127323382000.0
396,Australia,AUS,2009,East Asia & Pacific,High income,Net Energy Use,127168718000.0
397,Australia,AUS,2012,East Asia & Pacific,High income,Net Energy Use,126745594000.0001
398,Australia,AUS,2008,East Asia & Pacific,High income,Net Energy Use,126744376000.0
399,Ukraine,UKR,2011,Europe & Central Asia,Lower middle income,Net Energy Use,126556722999.99988
400,Australia,AUS,2013,East Asia & Pacific,High income,Net Energy Use,126473661000.0
401,"Iran, Islamic Rep.",IRN,1999,Middle East & North Africa,Lower middle income,Net Energy Use,126221095999.9999
402,Spain,ESP,2011,Europe & Central Asia,High income,Net Energy Use,125723100000.00009
403,Spain,ESP,2012,Europe & Central Asia,High income,Net Energy Use,125509315999.99977
404,Australia,AUS,2014,East Asia & Pacific,High income,Net Energy Use,125235312000.00006
405,Spain,ESP,2001,Europe & Central Asia,High income,Net Energy Use,125038283000.00018
406,"Korea, Rep.",KOR,1993,East Asia & Pacific,High income,Net Energy Use,124372001999.99988
407,Mexico,MEX,1990,Latin America & Caribbean,Upper middle income,Net Energy Use,123680858999.99971
408,"Iran, Islamic Rep.",IRN,2000,Middle East & North Africa,Lower middle income,Net Energy Use,123022323999.9998
409,Ukraine,UKR,2012,Europe & Central Asia,Lower middle income,Net Energy Use,122511864999.99991
410,Australia,AUS,2007,East Asia & Pacific,High income,Net Energy Use,122223586000.00005
411,Spain,ESP,2000,Europe & Central Asia,High income,Net Energy Use,121856194999.99988
412,Indonesia,IDN,1994,East Asia & Pacific,Lower middle income,Net Energy Use,118637738000.00003
413,Indonesia,IDN,1993,East Asia & Pacific,Lower middle income,Net Energy Use,118480891000.0
414,Australia,AUS,2006,East Asia & Pacific,High income,Net Energy Use,118171444999.99997
415,South Africa,ZAF,2003,Sub-Saharan Africa,Upper middle income,Net Energy Use,117654501000.00015
416,Spain,ESP,2013,Europe & Central Asia,High income,Net Energy Use,117114490999.99997
417,Spain,ESP,1999,Europe & Central Asia,High income,Net Energy Use,116232715999.99998
418,Ukraine,UKR,2013,Europe & Central Asia,Lower middle income,Net Energy Use,116140249000.0
419,Spain,ESP,2014,Europe & Central Asia,High income,Net Energy Use,114558700999.9998
420,Ukraine,UKR,2009,Europe & Central Asia,Lower middle income,Net Energy Use,114536227999.99995
421,Australia,AUS,2005,East Asia & Pacific,High income,Net Energy Use,113478444999.99994
422,Australia,AUS,2004,East Asia & Pacific,High income,Net Energy Use,112674959999.99994
423,South Africa,ZAF,2001,Sub-Saharan Africa,Upper middle income,Net Energy Use,112152107000.00021
424,"Iran, Islamic Rep.",IRN,1998,Middle East & North Africa,Lower middle income,Net Energy Use,111267593999.99971
425,"Korea, Rep.",KOR,1992,East Asia & Pacific,High income,Net Energy Use,110872254999.99988
426,Spain,ESP,1998,Europe & Central Asia,High income,Net Energy Use,110864796000.00014
427,Australia,AUS,2003,East Asia & Pacific,High income,Net Energy Use,110792805999.99991
428,South Africa,ZAF,2002,Sub-Saharan Africa,Upper middle income,Net Energy Use,110030102999.99991
429,Australia,AUS,2002,East Asia & Pacific,High income,Net Energy Use,109451242999.99997
430,South Africa,ZAF,1999,Sub-Saharan Africa,Upper middle income,Net Energy Use,109264526999.99979
431,"Iran, Islamic Rep.",IRN,1997,Middle East & North Africa,Lower middle income,Net Energy Use,109257512999.99977
432,South Africa,ZAF,2000,Sub-Saharan Africa,Upper middle income,Net Energy Use,109041366000.00012
433,South Africa,ZAF,1997,Sub-Saharan Africa,Upper middle income,Net Energy Use,108669716999.99997
434,Australia,AUS,2000,East Asia & Pacific,High income,Net Energy Use,108100775999.99997
435,South Africa,ZAF,1998,Sub-Saharan Africa,Upper middle income,Net Energy Use,107959699999.9998
436,Indonesia,IDN,1992,East Asia & Pacific,Lower middle income,Net Energy Use,107868752999.99998
437,Australia,AUS,1999,East Asia & Pacific,High income,Net Energy Use,106181384000.00009
438,South Africa,ZAF,1996,Sub-Saharan Africa,Upper middle income,Net Energy Use,105809629999.99986
439,Australia,AUS,2001,East Asia & Pacific,High income,Net Energy Use,105742091000.00005
440,Ukraine,UKR,2014,Europe & Central Asia,Lower middle income,Net Energy Use,105683159000.00015
441,Spain,ESP,1997,Europe & Central Asia,High income,Net Energy Use,105537165000.0001
442,Australia,AUS,1998,East Asia & Pacific,High income,Net Energy Use,103914410000.00003
443,South Africa,ZAF,1995,Sub-Saharan Africa,Upper middle income,Net Energy Use,103543559000.00018
444,Poland,POL,1996,Europe & Central Asia,High income,Net Energy Use,103517254000.0
445,Indonesia,IDN,1991,East Asia & Pacific,Lower middle income,Net Energy Use,103480082000.00006
446,Poland,POL,1990,Europe & Central Asia,High income,Net Energy Use,103112864999.99998
447,Poland,POL,1997,Europe & Central Asia,High income,Net Energy Use,102155825999.99982
448,Australia,AUS,1997,East Asia & Pacific,High income,Net Energy Use,101280582999.99991
449,"Iran, Islamic Rep.",IRN,1995,Middle East & North Africa,Lower middle income,Net Energy Use,101211209000.00006
450,Poland,POL,1991,Europe & Central Asia,High income,Net Energy Use,101009321999.99997
451,Poland,POL,2011,Europe & Central Asia,High income,Net Energy Use,100997179999.99995
452,Poland,POL,1993,Europe & Central Asia,High income,Net Energy Use,100947690000.0002
453,Spain,ESP,1995,Europe & Central Asia,High income,Net Energy Use,100782802000.0
454,Poland,POL,2010,Europe & Central Asia,High income,Net Energy Use,100442065000.00003
455,"Korea, Rep.",KOR,1991,East Asia & Pacific,High income,Net Energy Use,99867753000.00005
456,Poland,POL,1995,Europe & Central Asia,High income,Net Energy Use,99479753000.00012
457,Spain,ESP,1996,Europe & Central Asia,High income,Net Energy Use,99299421000.00008
458,Australia,AUS,1996,East Asia & Pacific,High income,Net Energy Use,98761855000.0
459,Indonesia,IDN,1990,East Asia & Pacific,Lower middle income,Net Energy Use,98648083000.00006
460,Poland,POL,1992,Europe & Central Asia,High income,Net Energy Use,98562986999.99991
461,South Africa,ZAF,1994,Sub-Saharan Africa,Upper middle income,Net Energy Use,98168398999.99983
462,Poland,POL,2008,Europe & Central Asia,High income,Net Energy Use,97784018000.00017
463,Poland,POL,2012,Europe & Central Asia,High income,Net Energy Use,97691938999.99986
464,"Iran, Islamic Rep.",IRN,1996,Middle East & North Africa,Lower middle income,Net Energy Use,97626283000.00008
465,Poland,POL,2013,Europe & Central Asia,High income,Net Energy Use,97598606999.99988
466,Poland,POL,2006,Europe & Central Asia,High income,Net Energy Use,96763556999.99983
467,"Iran, Islamic Rep.",IRN,1994,Middle East & North Africa,Lower middle income,Net Energy Use,96704152000.0002
468,Poland,POL,2007,Europe & Central Asia,High income,Net Energy Use,96346223999.99998
469,Spain,ESP,1994,Europe & Central Asia,High income,Net Energy Use,96342115999.99992
470,Poland,POL,1994,Europe & Central Asia,High income,Net Energy Use,96209115999.99992
471,Spain,ESP,1992,Europe & Central Asia,High income,Net Energy Use,95167839999.99997
472,Poland,POL,1998,Europe & Central Asia,High income,Net Energy Use,95105765999.99992
473,South Africa,ZAF,1991,Sub-Saharan Africa,Upper middle income,Net Energy Use,94980766000.00012
474,South Africa,ZAF,1993,Sub-Saharan Africa,Upper middle income,Net Energy Use,94937948999.99988
475,Poland,POL,2009,Europe & Central Asia,High income,Net Energy Use,94101846000.00012
476,Poland,POL,2014,Europe & Central Asia,High income,Net Energy Use,94018486999.99998
477,Spain,ESP,1991,Europe & Central Asia,High income,Net Energy Use,93430232000.00005
478,"Korea, Rep.",KOR,1990,East Asia & Pacific,High income,Net Energy Use,92912294999.99982
479,Australia,AUS,1995,East Asia & Pacific,High income,Net Energy Use,92695330000.00003
480,Poland,POL,1999,Europe & Central Asia,High income,Net Energy Use,92656766999.99997
481,Poland,POL,2005,Europe & Central Asia,High income,Net Energy Use,92137558999.99998
482,Spain,ESP,1993,Europe & Central Asia,High income,Net Energy Use,91278097000.00008
483,Poland,POL,2004,Europe & Central Asia,High income,Net Energy Use,90990361000.00002
484,South Africa,ZAF,1990,Sub-Saharan Africa,Upper middle income,Net Energy Use,90956064000.00002
485,Australia,AUS,1993,East Asia & Pacific,High income,Net Energy Use,90941529999.99997
486,Australia,AUS,1994,East Asia & Pacific,High income,Net Energy Use,90878181999.99998
487,Poland,POL,2003,Europe & Central Asia,High income,Net Energy Use,90736087999.99983
